step,alive_ratio,c_mean,c_variance,p_mean_serial,p_variance,pc_serial,pc_env,robustness_mean,robustness_variance,energy_mean,energy_variance,birth_rate,death_rate,mutation_events
32,0.986875,1.0576314122862571,0.05684328149585219,0.9383681207412857,0.00013547099604069022,0.9924476007840071,0.9924476007840071,0.9383681207412857,0.00013547099604069022,11.84314751083123,35.89074727477702,0.0,0.009375,0
33,0.994375,1.055311125078567,0.053508875545622926,0.9843752459218582,1.5200989890555566e-06,1.0388221482732871,1.0388221482732871,0.9843752459218582,1.5200989890555566e-06,11.996151519990436,36.75009804793591,0.0075,0.0,0
34,0.993125,1.0585273757079925,0.05887788172382424,0.9652255349044868,3.225199331727062e-05,1.0217176524287896,1.0217176524287896,0.9652255349044868,3.225199331727062e-05,11.923285631903871,38.69106218519263,0.0,0.00125,0
35,0.994375,1.0578252671275927,0.05699564765824103,0.9739402196223302,1.3136903935946986e-05,1.0302585729882978,1.0302585729882978,0.9739402196223302,1.3136903935946986e-05,11.982993202065316,40.09683831830038,0.00125,0.0,0
36,0.995,1.0559045226130652,0.055291769778540945,0.9835669793065249,2.052301146817586e-06,1.0385528217426307,1.0385528217426307,0.9835669793065249,2.052301146817586e-06,12.219044484726364,40.6483231081504,0.000625,0.0,0
37,0.994375,1.0590823381521055,0.058105757519611605,0.9690916706974891,2.2646358568227105e-05,1.026347872486027,1.026347872486027,0.9690916706974891,2.2646358568227105e-05,12.16237933080608,40.99982559887986,0.0,0.000625,0
38,0.988125,1.0575585072738773,0.056775569790055144,0.9579261223110077,5.222225637613343e-05,1.013062919989883,1.013062919989883,0.9579261223110077,5.222225637613343e-05,12.227530714433168,43.15392331327681,0.0,0.00625,0
39,0.996875,1.058307210031348,0.05741531628030383,0.9871428108919573,4.1848724282657973e-07,1.04470035409757,1.04470035409757,0.9871428108919573,4.1848724282657973e-07,12.350713179875555,44.324648146936184,0.00875,0.0,0
40,0.99125,1.0580075662042876,0.057164756563181304,0.9786361745750293,6.594774014329134e-06,1.0354044772616011,1.0354044772616011,0.9786361745750293,6.594774014329134e-06,12.499830851085548,45.65614936374265,0.0,0.005625,0
41,0.99625,1.0627352572145545,0.06256366014965155,0.967643576439009,2.7687046401505635e-05,1.0283489450989216,1.0283489450989216,0.967643576439009,2.7687046401505635e-05,12.591560323287222,46.94419085690145,0.005,0.0,0
42,0.995625,1.0627746390458255,0.06260046208124134,0.9865546328870619,6.579095373704044e-07,1.048485243865534,1.048485243865534,0.9865546328870619,6.579095373704044e-07,12.766320749325063,48.311401760879214,0.0,0.000625,0
43,0.9925,1.0623425692695214,0.062234310857882495,0.9600678558291653,4.940562214615052e-05,1.019920952634636,1.019920952634636,0.9600678558291653,4.940562214615052e-05,12.698911256820493,50.38028417311455,0.0,0.003125,0
44,0.994375,1.0603394091766185,0.06046977795037375,0.9888519166382714,7.089170378699875e-08,1.0485186570513916,1.0485186570513916,0.9888519166382714,7.089170378699875e-08,12.956603456760352,51.69207817056683,0.001875,0.0,0
45,0.990625,1.0593059936908518,0.059574281762182935,0.9746236669554013,1.2552247967002755e-05,1.0324246919988131,1.0324246919988131,0.9746236669554013,1.2552247967002755e-05,13.025319601086581,54.396960783545204,0.0,0.00375,0
46,0.995625,1.059008160703076,0.05929267601626544,0.9710336875349121,1.9018148766362832e-05,1.0283325994170727,1.0283325994170727,0.9710336875349121,1.9018148766362832e-05,13.037381589173117,55.61103444545611,0.005,0.0,0
47,0.989375,1.0612760581174985,0.0625749983339246,0.9787830258938832,6.990295703196933e-06,1.0387589914729778,1.0387589914729778,0.9787830258938832,6.990295703196933e-06,13.144064068650561,56.75220189657594,0.0,0.00625,0
48,0.9925,1.0591939546599496,0.06072781376698031,0.9599499229422032,4.887962212643615e-05,1.016773155156666,1.016773155156666,0.9599499229422032,4.887962212643615e-05,12.991470106762616,58.36360215931174,0.003125,0.0,0
49,0.993125,1.0604153555695406,0.06054130010404284,0.9822755088667944,3.212472991226728e-06,1.0416200330022332,1.0416200330022332,0.9822755088667944,3.212472991226728e-06,12.986076428728925,58.88934611926436,0.000625,0.0,0
50,0.994375,1.0590823381521055,0.05936282854412449,0.9886996528541917,8.948984432532948e-08,1.0471143400749925,1.0471143400749925,0.9886996528541917,8.948984432532948e-08,13.273590957858795,60.92470678166012,0.00125,0.0,0
51,0.99125,1.0580075662042876,0.0584257906111006,0.9691176262964691,2.2760760966951482e-05,1.0253337811636036,1.0253337811636036,0.9691176262964691,2.2760760966951482e-05,13.372681090837359,64.44273925468806,0.0,0.003125,0
52,0.9925,1.0591939546599496,0.0594683679231516,0.9719569824388258,1.725652625673137e-05,1.029490959988731,1.029490959988731,0.9719569824388258,1.725652625673137e-05,13.355327889822732,65.27834854016285,0.00125,0.0,0
53,0.989375,1.061907770056854,0.06186546969957568,0.9734876993089072,1.4958563678103471e-05,1.0337541519508988,1.0337541519508988,0.9734876993089072,1.4958563678103471e-05,13.463123304439188,67.15829042645996,0.0,0.003125,0
54,0.9925,1.0591939546599496,0.058208922079322885,0.9863312851347867,6.983393095076659e-07,1.044716134506745,1.044716134506745,0.9863312851347867,6.983393095076659e-07,13.505306033508942,68.57319454885501,0.003125,0.0,0
55,0.994375,1.0628535512256443,0.06267419539750821,0.9802258618698177,5.30028052541832e-06,1.0418365382915538,1.0418365382915538,0.9802258618698177,5.30028052541832e-06,13.545963337479849,69.66910318941912,0.001875,0.0,0
56,0.9925,1.0654911838790933,0.06749931793235156,0.9736351831611769,1.5922892421824418e-05,1.0373997039727403,1.0373997039727403,0.9736351831611769,1.5922892421824418e-05,13.594470929020737,71.42662708092256,0.0,0.001875,0
57,0.99375,1.0660377358490567,0.06796606146908746,0.9846165754441227,1.7332619767338212e-06,1.0496384247659045,1.0496384247659045,0.9846165754441227,1.7332619767338212e-06,13.601720474140173,72.52063114948483,0.00125,0.0,0
58,0.99625,1.066499372647428,0.06835073180638185,0.9898816977543062,8.410231254700997e-10,1.0557082096501385,1.0557082096501385,0.9898816977543062,8.410231254700997e-10,13.786974878334725,72.98062543042,0.0025,0.0,0
59,0.995625,1.0602636534839924,0.06039842389550327,0.9839851674754705,1.9437702784096568e-06,1.0432837086416005,1.0432837086416005,0.9839851674754705,1.9437702784096568e-06,14.045504063783476,73.44199288251164,0.0,0.000625,0
60,0.994375,1.0634820867379007,0.063223324474841,0.9716675889870047,1.8786944035926864e-05,1.0333510751514845,1.0333510751514845,0.9716675889870047,1.8786944035926864e-05,14.018703835962851,74.53444312553576,0.0,0.00125,0
61,0.9925,1.0654911838790933,0.06372098040086542,0.9826951183683494,2.995084599127748e-06,1.0470529850624983,1.0470529850624983,0.9826951183683494,2.995084599127748e-06,14.043764165737402,76.28379498410433,0.0,0.001875,0
62,0.989375,1.065698041692988,0.06390865676811704,0.9535285380050842,7.485101601717376e-05,1.016173495650396,1.016173495650396,0.9535285380050842,7.485101601717376e-05,13.806555267844526,76.74018535445356,0.0,0.003125,0
63,0.986875,1.071564281190627,0.07024270818585125,0.9536366865025964,8.088941418257049e-05,1.0218830104891659,1.0218830104891659,0.9536366865025964,8.088941418257049e-05,13.430108757005684,76.06628485955919,0.0,0.0025,0
64,0.988125,1.0683111954459203,0.0661748202984444,0.9761498260487832,1.1122634528567003e-05,1.0428317876005029,1.0428317876005029,0.9761498260487832,1.1122634528567003e-05,13.435484583714555,76.66394469875901,0.00125,0.0,0
65,0.993125,1.0673379483952172,0.06532085558320438,0.9692008244623774,2.4805055528541072e-05,1.034464819564627,1.034464819564627,0.9692008244623774,2.4805055528541072e-05,13.367529008535692,75.55515218593774,0.005,0.0,0
66,0.993125,1.0698552548772813,0.06749280472537555,0.9885170448656898,1.2967714834572072e-07,1.0575701549853194,1.0575701549853194,0.9885170448656898,1.2967714834572072e-07,13.549718953842746,77.28891855807092,0.0,0.0,0
67,0.991875,1.0680529300567108,0.0659422076583965,0.9535449101196262,7.682353333686787e-05,1.0184364351939297,1.0184364351939297,0.9535449101196262,7.682353333686787e-05,13.377199633789935,78.94487644708019,0.0,0.00125,0
68,0.9925,1.0680100755667505,0.06464415103198423,0.9730028355616805,1.6373121650462765e-05,1.039176831934893,1.039176831934893,0.9730028355616805,1.6373121650462765e-05,13.363706436351917,79.84173244811569,0.000625,0.0,0
69,0.9875,1.0696202531645569,0.0660390962986701,0.9499819161708851,9.243883544650013e-05,1.016119897676453,1.016119897676453,0.9499819161708851,9.243883544650013e-05,12.965204788513773,78.21555356277302,0.0,0.005,0
70,0.993125,1.076777847702958,0.07340031628712343,0.9598778144214765,5.7440560134710545e-05,1.0335751670705766,1.0335751670705766,0.9598778144214765,5.7440560134710545e-05,12.7930893965145,78.0103541758568,0.005625,0.0,0
71,0.99125,1.0762925598991173,0.07299407329899546,0.980402992380429,5.8036151039107655e-06,1.0552004464018867,1.0552004464018867,0.980402992380429,5.8036151039107655e-06,12.868301996043837,78.69981791713803,0.0,0.001875,0
72,0.991875,1.0800252047889098,0.07866212916938149,0.9743650150049439,1.6485148106678633e-05,1.0523387748698638,1.0523387748698638,0.9743650150049439,1.6485148106678633e-05,12.78816036094101,77.83570748381867,0.000625,0.0,0
73,0.989375,1.080227416298168,0.0788446734871337,0.969389268689356,2.8703097838529175e-05,1.0471608651034736,1.0471608651034736,0.969389268689356,2.8703097838529175e-05,12.761010316256005,79.56361750027415,0.0,0.0025,0
74,0.9925,1.079345088161209,0.07808722852121391,0.9745164147034278,1.6069502513990568e-05,1.0518395055426166,1.0518395055426166,0.9745164147034278,1.6069502513990568e-05,12.714900501580274,78.70992766642912,0.003125,0.0,0
75,0.991875,1.0806553245116572,0.07793076147606041,0.9823656928798438,3.889320913884743e-06,1.0615987166281866,1.0615987166281866,0.9823656928798438,3.889320913884743e-06,12.851848402555792,78.90150558888018,0.0,0.000625,0
76,0.986875,1.0740975300823306,0.0698737105638805,0.9603710549362563,5.316903134402747e-05,1.0315321780695952,1.0315321780695952,0.9603710549362563,5.316903134402747e-05,12.79645755582307,79.51755090671232,0.0,0.005,0
77,0.99625,1.0740276035131744,0.06980222257556175,0.973322377029887,1.6830873960952066e-05,1.0453751000471558,1.0453751000471558,0.973322377029887,1.6830873960952066e-05,12.778949310410002,78.25220010524336,0.009375,0.0,0
78,0.99125,1.0762925598991173,0.07173303925107619,0.9865930317610351,7.187779163143379e-07,1.0618627397327156,1.0618627397327156,0.9865930317610351,7.187779163143379e-07,12.844051319390315,76.4785610926885,0.0,0.005,0
79,0.99125,1.0819672131147542,0.07650962313687386,0.9583645198080785,6.540888163821448e-05,1.0369189886448062,1.0369189886448062,0.9583645198080785,6.540888163821448e-05,12.54943018245233,74.78245118979517,0.0,0.0,0
80,0.98875,1.0777496839443743,0.07170467059092414,0.9391379379314707,0.00015969803180709136,1.012155615785814,1.012155615785814,0.9391379379314707,0.00015969803180709136,12.342775252425776,76.86723912117019,0.0,0.0025,0
81,0.990625,1.0763406940063092,0.07051279244494423,0.9806876195884489,5.27824822888257e-06,1.0555539930712263,1.0555539930712263,0.9806876195884489,5.27824822888257e-06,12.553527291226402,77.75090074637153,0.001875,0.0,0
82,0.993125,1.0742605412208936,0.06874591323847361,0.9763296351014404,1.1132375637218074e-05,1.048832402214071,1.048832402214071,0.9763296351014404,1.1132375637218074e-05,12.597057797189937,76.76056977081683,0.0025,0.0,0
83,0.98875,1.0758533501896335,0.07009961945464223,0.9746250168391719,1.4316564188126373e-05,1.048553589545051,1.048553589545051,0.9746250168391719,1.4316564188126373e-05,12.799099243271542,77.81598526183353,0.0,0.004375,0
84,0.99125,1.0794451450189155,0.07439464799975828,0.9607940190291242,5.446081476375494e-05,1.0371244392041996,1.0371244392041996,0.9607940190291242,5.446081476375494e-05,12.448493482006166,76.82507776369764,0.0025,0.0,0
85,0.995,1.0785175879396984,0.07360885773086537,0.9880516325690208,2.4022452171594216e-07,1.0656310635182216,1.0656310635182216,0.9880516325690208,2.4022452171594216e-07,12.553764047604995,76.16467234554895,0.00375,0.0,0
86,0.996875,1.0796238244514107,0.0745377895264394,0.9873793799983042,4.3917710611405995e-07,1.0659983024182318,1.0659983024182318,0.9873793799983042,4.3917710611405995e-07,12.688692616414441,76.16027439055927,0.001875,0.0,0
87,0.99625,1.0796737766624842,0.07708998140769416,0.9795146482910185,7.270743763795839e-06,1.057556279616589,1.057556279616589,0.9795146482910185,7.270743763795839e-06,12.83212436623861,78.37688487833985,0.0,0.000625,0
88,0.99375,1.080503144654088,0.07779597326055139,0.9851062994610621,1.5958050238649044e-06,1.0644104543862294,1.0644104543862294,0.9851062994610621,1.5958050238649044e-06,13.086314461184532,79.85653843726979,0.0,0.0025,0
89,0.99125,1.083858764186633,0.08060957399948158,0.9553201685972937,8.252683572691626e-05,1.0354321373384288,1.0354321373384288,0.9553201685972937,8.252683572691626e-05,12.80188290055641,77.88167037329649,0.0,0.0025,0
90,0.983125,1.0820089001907183,0.07909780793095826,0.9461821308088231,0.00012971950737099023,1.023777486736565,1.023777486736565,0.9461821308088231,0.00012971950737099023,12.759830171272164,78.55560840855526,0.0,0.008125,0
91,0.995625,1.0847457627118644,0.0813303967569983,0.9865533357026235,8.210978921551341e-07,1.0701595505926764,1.0701595505926764,0.9865533357026235,8.210978921551341e-07,12.73135545857754,76.70263281793457,0.0125,0.0,0
92,0.993125,1.0843297671491503,0.08351152372688096,0.9736331077450736,1.9026376835712998e-05,1.0557393610099193,1.0557393610099193,0.9736331077450736,1.9026376835712998e-05,12.802004100916571,74.91981438014196,0.0,0.0025,0
93,0.993125,1.0862177470106986,0.08507751331625822,0.973097221101265,2.0601423053853567e-05,1.0569954711269878,1.0569954711269878,0.973097221101265,2.0601423053853567e-05,12.834256027453247,74.55154930598259,0.0,0.0,0
94,0.995,1.0917085427135678,0.08957949294209744,0.9698984121163606,3.03707776566152e-05,1.0588463820717555,1.0588463820717555,0.9698984121163606,3.03707776566152e-05,12.741717437777705,73.59394710220825,0.001875,0.0,0
95,0.993125,1.092511013215859,0.09024599185479468,0.9823283349148358,4.449954240988707e-06,1.0732045244884552,1.0732045244884552,0.9823283349148358,4.449954240988707e-06,12.754055473623206,71.63010308350376,0.0,0.001875,0
96,0.990625,1.090851735015773,0.08890684552538089,0.9741382385342567,1.8797780629998742e-05,1.0626403876503028,1.0626403876503028,0.9741382385342567,1.8797780629998742e-05,12.911015766585374,73.80882752675866,0.0,0.0025,0
97,0.9975,1.0902255639097744,0.08835057568733864,0.9870995907132318,6.253098001311986e-07,1.0761612079204408,1.0761612079204408,0.9870995907132318,6.253098001311986e-07,13.07177832388097,74.13450333984946,0.006875,0.0,0
98,0.9925,1.0906801007556675,0.08875444930175305,0.9825797520106534,4.108016642070137e-06,1.0716801829234581,1.0716801829234581,0.9825797520106534,4.108016642070137e-06,13.297066794573874,74.43516322927165,0.0,0.005,0
99,0.99,1.0902777777777777,0.0897034581930415,0.9763660857748464,1.4027361203882593e-05,1.0645102462961866,1.0645102462961866,0.9763660857748464,1.4027361203882593e-05,13.364725918780842,76.62274342015505,0.0,0.0025,0
100,0.994375,1.0930232558139534,0.09065528481428968,0.9883754660289495,2.002589417303424e-07,1.080317369845596,1.080317369845596,0.9883754660289495,2.002589417303424e-07,13.469272443265806,76.10116253202357,0.004375,0.0,0
101,0.989375,1.0915982312065697,0.08826169076124282,0.9833906250084627,3.2356935391743475e-06,1.0734674668443611,1.0734674668443611,0.9833906250084627,3.2356935391743475e-06,13.703688497618842,79.31418494654885,0.0,0.005,0
102,0.990625,1.088328075709779,0.08431171571017722,0.951337551125358,0.00010640131094865977,1.0353673663667144,1.0353673663667144,0.951337551125358,0.00010640131094865977,13.17034379856275,78.92595384336005,0.00125,0.0,0
103,0.99375,1.0849056603773586,0.08147027411890354,0.9860880837455704,1.0592398843660622e-06,1.0698125436862322,1.0698125436862322,0.9860880837455704,1.0592398843660622e-06,13.470399358473562,80.6290436202444,0.003125,0.0,0
104,0.990625,1.085173501577287,0.08170446516534148,0.9826441855955338,3.7541269672114587e-06,1.066339431687267,1.066339431687267,0.9826441855955338,3.7541269672114587e-06,13.59617795924913,83.33954901207159,0.0,0.003125,0
105,0.99125,1.0882723833543506,0.08552450588297032,0.9440396022572997,0.0001525397090869842,1.0273722279294446,1.0273722279294446,0.9440396022572997,0.0001525397090869842,13.330576737405677,84.66480302969026,0.000625,0.0,0
106,0.989375,1.0903348073278585,0.08722812542774241,0.9656443658705061,4.3524688264728595e-05,1.0528756636086503,1.0528756636086503,0.9656443658705061,4.3524688264728595e-05,13.098941378511586,84.00250556742425,0.0,0.001875,0
107,0.990625,1.085173501577287,0.08296629481833834,0.9699570937720026,2.830249510279226e-05,1.0525717358282929,1.0525717358282929,0.9699570937720026,2.830249510279226e-05,13.048603979241133,82.0817718377534,0.00125,0.0,0
108,0.98625,1.0836501901140685,0.08172254429971036,0.9376720228533875,0.00019055991441995816,1.0161084658297166,1.0161084658297166,0.9376720228533875,0.00019055991441995816,12.803911259089402,85.54536180326328,0.0,0.004375,0
109,0.9925,1.0881612090680102,0.08668603950282028,0.9566486106932248,8.143114493449641e-05,1.0409879088651717,1.0409879088651717,0.9566486106932248,8.143114493449641e-05,12.55378774381488,85.84463317909412,0.00625,0.0,0
110,0.9925,1.0887909319899245,0.08720433160542862,0.9654554804481905,4.431575351261057e-05,1.0511791723519657,1.0511791723519657,0.9654554804481905,4.431575351261057e-05,12.453605444241774,81.96624349105012,0.0,0.0,0
111,0.995,1.0904522613065326,0.08855205676624328,0.9774246520732062,1.1776747328764353e-05,1.0658349221099785,1.0658349221099785,0.9774246520732062,1.1776747328764353e-05,12.61025468258418,82.318576274418,0.0025,0.0,0
112,0.986875,1.0873970867637746,0.08482533377238703,0.9372375136175894,0.00019970997303593875,1.0191493419134903,1.0191493419134903,0.9372375136175894,0.00019970997303593875,12.191344860171409,77.85352374979018,0.0,0.008125,0
113,0.98875,1.0872313527180784,0.08847160134317648,0.9245639551189526,0.0003204749111699933,1.0052149195983555,1.0052149195983555,0.9245639551189526,0.0003204749111699933,11.76062516424248,76.69852933182885,0.001875,0.0,0
114,0.995,1.0910804020100502,0.09409129504305445,0.9812395371354168,6.065827308459312e-06,1.0706112286458662,1.0706112286458662,0.9812395371354168,6.065827308459312e-06,11.816710440885574,73.22295294471347,0.00625,0.0,0
115,0.996875,1.0934169278996866,0.09848330892974716,0.9810894007865816,6.540408372927646e-06,1.0727397586030083,1.0727397586030083,0.9810894007865816,6.540408372927646e-06,11.977829173226729,71.58727670295373,0.001875,0.0,0
116,0.9925,1.0944584382871536,0.0993899460056215,0.9894221704329196,2.7704060553174927e-08,1.082881443458699,1.082881443458699,0.9894221704329196,2.7704060553174927e-08,12.290935667095763,72.29163254554433,0.0,0.004375,0
117,0.991875,1.093887838689351,0.09641506744504517,0.9741673664942339,2.0197873081120597e-05,1.0656298350560742,1.0656298350560742,0.9741673664942339,2.0197873081120597e-05,12.337812378814483,74.60251875286517,0.0,0.000625,0
118,0.98875,1.092920353982301,0.09439994182338925,0.9462398031648959,0.00015133982660091376,1.0341647406271208,1.0341647406271208,0.9462398031648959,0.00015133982660091376,12.109356439171988,75.17080550044982,0.0,0.003125,0
119,0.98875,1.0948166877370418,0.09720448599206306,0.9808445099306742,6.797773389730297e-06,1.0738449375473627,1.0738449375473627,0.9808445099306742,6.797773389730297e-06,12.210792945503412,75.35844521649035,0.0,0.0,0
120,0.990625,1.088328075709779,0.09062086397516146,0.9647807308468622,4.866015926958147e-05,1.04999795628444,1.04999795628444,0.9647807308468622,4.866015926958147e-05,12.072289494395545,73.94525054221171,0.001875,0.0,0
121,0.9925,1.084382871536524,0.08733796927840416,0.9602637835413086,6.567638055177852e-05,1.0412935990290513,1.0412935990290513,0.9602637835413086,6.567638055177852e-05,11.86744639108256,73.54630942898466,0.001875,0.0,0
122,0.99125,1.0807061790668349,0.08175889601478256,0.9632288946353389,5.017095363581179e-05,1.0409674182881279,1.0409674182881279,0.9632288946353389,5.017095363581179e-05,11.846622843753956,72.03430893969697,0.0,0.00125,0
123,0.9925,1.0806045340050379,0.0816641181658408,0.977482802937027,1.0957510236275982e-05,1.0562723487657044,1.0562723487657044,0.977482802937027,1.0957510236275982e-05,11.780283093327,70.17018363870362,0.00125,0.0,0
124,0.995,1.0835427135678393,0.08284473561273706,0.9873801063896657,4.843286450360309e-07,1.0698685198003601,1.0698685198003601,0.9873801063896657,4.843286450360309e-07,11.934905573941759,70.01349538239981,0.0025,0.0,0
