grid_size,initial_density,initial_complexity,initial_energy,r_mean,r_noise,env_sigma,birth_energy_threshold,p_down,gamma,beta,p_up,r,final_alive_ratio,final_c_mean,final_pc_serial,final_pc_env,collapse_detected,max_c_mean,min_alive_ratio,pc_serial_correlation,pc_env_correlation,c_p_correlation
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.5,0.05,0.98,0.9944,1.088897827835881,1.0531342032274758,1.063914281959612,False,1.1309955663039097,0.572,0.15560197362772268,0.08952838781065701,-0.9999991435414396
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.5,0.05,0.99,0.992,1.094758064516129,1.0766809706708822,1.0695637995881466,False,1.1153846153846154,0.5744,0.2956392262234756,0.1541267508475437,-0.9999998284378806
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.5,0.05,0.995,0.9972,1.0722021660649819,1.063406817437627,1.0478144767548572,False,1.1062626262626263,0.574,-0.029046950712103448,-0.00799475324563311,-0.9999999484839692
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.5,0.08,0.95,0.9808,1.1594616639477977,1.062955123578956,1.1318865503199327,False,1.177786818551668,0.534,0.3407719860831024,0.1852548973315261,-0.999987404758724
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.5,0.08,0.98,0.9908,1.138070246265644,1.1000400315339363,1.1112932697649474,False,1.191643230212937,0.5588,0.12843723231858414,0.07675017912766707,-0.9999985511053604
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.5,0.08,0.99,0.9948,1.1270607157217531,1.108235062863506,1.1006902764421316,False,1.1825171995143666,0.5696,0.4084173392547901,0.26877537285942477,-0.9999997886354203
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.5,0.08,0.995,0.998,1.1298597194388778,1.1203973905749764,1.1033861975088706,False,1.1710156563629064,0.5776,0.5116284903028878,0.29360060587261094,-0.999999934640904
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.5,0.1,0.95,0.99,1.2052525252525252,1.1033932818475807,1.1759323358136538,False,1.2351274787535411,0.5464,0.07035065245306739,0.04629305887809913,-0.9999872625399704
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.5,0.1,0.98,0.9944,1.1560740144810941,1.1171987223295226,1.1286260227523117,False,1.2395330112721417,0.5636,0.4385585319823181,0.29830374677951405,-0.9999990473813782
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.5,0.1,0.99,0.9968,1.1741573033707866,1.1542177572079317,1.1460275753882072,False,1.2174959871589086,0.5624,0.4450067250552398,0.29699887625818583,-0.9999998324021739
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.5,0.1,0.995,0.9972,1.156839149618933,1.1470578837654406,1.1293624699668878,False,1.1960467930617185,0.5808,0.19853107758047273,0.11535313062726979,-0.9999998823603884
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.7,0.03,0.95,0.9856,1.0495129870129871,0.9653709015614169,1.0206870679196318,False,1.0809154066203515,0.5296,0.19522604166929705,0.06386106710669696,-0.9999961296235249
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.7,0.03,0.98,0.9956,1.0401767778224187,1.006603870464631,1.0117689026017562,False,1.0751421608448415,0.5612,0.37726361425778904,0.12619275148369521,-0.9999995864068567
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.7,0.03,0.99,0.9924,1.049173720274083,1.0321321887913857,1.0203630431953348,False,1.0685645549318363,0.5652,-0.11586477054743945,-0.02494700098891139,-0.9999998320647945
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.7,0.03,0.995,0.9952,1.042604501607717,1.0341438694828797,1.0140882002443323,False,1.0555108608205954,0.572,0.052664187410478985,0.020189033083334838,-0.9999999720419535
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.7,0.05,0.95,0.9864,1.0790754257907542,0.9916718764597895,1.0489066633847852,False,1.1182446160097521,0.5476,0.08519623806799854,0.03356192203040256,-0.9999908904457349
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.7,0.05,0.98,0.992,1.072983870967742,1.0379415652738253,1.043094190537586,False,1.1093687173301165,0.5684,0.0018728104226799708,0.006802052878104862,-0.9999991065960794
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.7,0.05,0.99,0.9944,1.0671761866452132,1.049728614973764,1.0375514327063078,False,1.105072463768116,0.5708,-0.05491005944530922,-0.014317744787890338,-0.9999998009865579
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.7,0.05,0.995,0.9956,1.0711128967456809,1.0623299553569918,1.04130868627105,False,1.0904319741622932,0.5756,0.46349348212105823,0.14966942385166884,-0.9999999408347008
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.7,0.08,0.95,0.984,1.1191056910569106,1.0272143987968292,1.0870722335843026,False,1.177588996763754,0.5368,0.30659086574649386,0.12070832183345438,-0.9999856488406887
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.7,0.08,0.98,0.99,1.124040404040404,1.086662150527516,1.091773384439207,False,1.164040404040404,0.552,0.26512517252035517,0.11533562450267168,-0.999998656626613
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.7,0.08,0.99,0.9956,1.1116914423463238,1.0932234467964967,1.0800073808023205,False,1.1537216828478964,0.5644,0.1582712528249645,0.07253811700241226,-0.999999725648175
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.7,0.08,0.995,0.9936,1.1131239935587762,1.1038573190179717,1.0813725657503528,False,1.1670673076923077,0.5728,0.43358259813372557,0.21655370821073952,-0.9999999565681322
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.7,0.1,0.95,0.9844,1.181227143437627,1.0821935918011192,1.1461943292990264,False,1.2215885947046843,0.5364,0.26988070664340125,0.12012356015146562,-0.999986893076042
50,0.3,1,5.0,1.0,0.2,0.05,3.0,0.03,1.5,0.7,0.1,0.98,0.99,1.145858585858586,1.107463230769071,1.1125491882204335,False,1.204056795131846,0.5624,0.2399444476167823,0.12075126997459633,-0.9999988141815067
