step,alive_ratio,c_mean,p_mean_serial,p_mean_env,pc_serial,pc_env
47,0.9988888888888889,1.0700778642936597,0.9673750417426256,0.9850624233205778,1.0351666186389386,1.0540934941428208
48,0.9911111111111112,1.0683856502242153,0.9673947817961877,0.9777721375638051,1.0335507029728328,1.0446377209622268
49,0.9877777777777778,1.0674915635545557,0.9674052115160835,0.9615929072454643,1.0326969018321297,1.0264923160584316
50,0.9911111111111112,1.0672645739910314,0.967407859399837,0.9372079945402902,1.0324801369379426,1.0002488910340317
51,0.9966666666666667,1.069119286510591,0.9673862237657058,0.9730986039519611,1.0342512693325663,1.0403584851615728
52,0.9911111111111112,1.0672645739910314,0.9674078593998371,0.9631587901803794,1.0324801369379426,1.02794525588758
53,0.9922222222222222,1.0649496080627099,0.9674348639923672,0.9832136733335293,1.0302693792348725,1.0470730160584392
54,0.9922222222222222,1.076147816349384,0.9673043917900571,0.9612748713122014,1.040962508970039,1.0344738536741607
55,0.9955555555555555,1.0758928571428572,0.9673073654189481,0.9846355027348415,1.040719085115922,1.0593623042816822
56,0.9911111111111112,1.0795964125560538,0.9672641633245923,0.9779859452267562,1.0442549207192626,1.0558301179970473
57,0.9933333333333333,1.0827740492170022,0.9672272523459708,0.9588182846944905,1.047288568535682,1.0381835565819537
58,0.9866666666666667,1.0833333333333333,0.9672207302968302,0.9502860170084712,1.047822457821566,1.0294765184258436
59,0.9955555555555555,1.0859375,0.9671903492870199,0.9667749574797755,1.050308269928873,1.0498571803881938
60,0.9911111111111112,1.0896860986547086,0.9671466224566466,0.9474388512179622,1.0538862298518616,1.0324109454976
61,0.9855555555555555,1.0924464487034948,0.9671148994949192,0.938161852205889,1.0565212374414619,1.0248915837514163
62,0.9888888888888889,1.0910112359550561,0.9671316389003429,0.9449776067398726,1.0551514846879022,1.0309811866791194
63,0.9944444444444445,1.0916201117318436,0.967124374781066,0.981071367214982,1.0557324180570966,1.0709572354961312
64,0.9955555555555555,1.0959821428571428,0.9670734900165757,0.9844078242687068,1.0598952758887024,1.0788933966873548
65,0.99,1.0931537598204264,0.9671064872549087,0.9766384574091921,1.0571960926894286,1.0676160017020797
66,0.9888888888888889,1.098876404494382,0.9670402038949584,0.9497147551161781,1.0626576622576058,1.0436191353973283
67,0.9911111111111112,1.0986547085201794,0.967043415914714,0.9320389878891998,1.0624468022381388,1.023989022568852
68,0.9844444444444445,1.0970654627539504,0.9670618078998113,0.9529431845545595,1.0609301097952784,1.045441055741571
69,0.9888888888888889,1.0865168539325842,0.9671835931095022,0.9727338301320849,1.050861274760549,1.0568917008289058
70,0.9955555555555555,1.0892857142857142,0.967151291622549,0.9837907526856112,1.0535040855174194,1.0716292127468263
71,0.9933333333333333,1.0917225950782998,0.9671228655678475,0.9587368741462903,1.0558298845572922,1.0466747082402454
72,0.9888888888888889,1.0898876404494382,0.9671442721349337,0.9897485824765369,1.0540785887313322,1.078714747193529
73,0.9944444444444445,1.0849162011173183,0.967202263316208,0.9898115648988043,1.0493334052290926,1.0738626028119989
74,0.9977777777777778,1.0790645879732739,0.9672703661238856,0.9844231658041166,1.0437471990802285,1.062256177799765
75,0.9944444444444445,1.0860335195530726,0.9671892295481017,0.9590770413351546,1.0503999230399494,1.0415898147237657
76,0.9888888888888889,1.0853932584269663,0.967196700101025,0.9607676114032228,1.0497887778624608,1.0428106883320374
77,0.9922222222222222,1.0884658454647256,0.9671608566286706,0.9636356168580406,1.0527215595107142,1.0488844564233095
78,0.9866666666666667,1.0844594594594594,0.9672075937850563,0.9815714998988347,1.0488974243412266,1.0644744982011012
79,0.9911111111111112,1.0795964125560538,0.9672641633245925,0.9793833525739221,1.044254920719263,1.057338753955927
80,0.9911111111111112,1.0773542600896862,0.9672903185318912,0.9713969190292324,1.0421143454138424,1.0465386089541395
81,0.9911111111111112,1.0773542600896862,0.9672903185318912,0.9630130130738968,1.0421143454138424,1.0375061721569674
82,0.9955555555555555,1.0803571428571428,0.9672554453944712,0.9691935999287343,1.044981329399384,1.0470752284944362
83,0.9877777777777778,1.0809898762654668,0.9672480668887677,0.9307377024141901,1.045585368144101,1.0061180337683202
84,0.9866666666666667,1.0822072072072073,0.9672341833579053,0.9673876196288531,1.0467478042871026,1.0469138541253693
85,0.9944444444444445,1.0849162011173183,0.9672025773897048,0.9887669607678323,1.0493337459725176,1.0727292948665532
86,0.9955555555555555,1.0803571428571428,0.9672557591174392,0.9672208022569032,1.0449816683322333,1.0449439024382614
87,0.9922222222222222,1.0795072788353863,0.967265675078191,0.9739170380702803,1.044170336814531,1.0513505315786675
88,0.9911111111111112,1.0829596412556053,0.9672254032083407,0.9634597666103325,1.0474660756718128,1.0433880432125349
89,0.9944444444444445,1.0815642458100558,0.967241678694024,0.9810072787611975,1.0461340167327544,1.06102239758753
90,0.9888888888888889,1.0752808988764044,0.9673148209437074,0.9527366891785716,1.0401351501608178,1.024459563532464
91,0.9922222222222222,1.078387458006719,0.967278580648813,0.9552256981716889,1.0431010897702206,1.030103412474061
92,0.9944444444444445,1.0815642458100558,0.9672415216572758,0.987183915531355,1.0461338468874224,1.0677028270774878
93,0.9977777777777778,1.081291759465479,0.9672445421851096,0.9803681060742743,1.0458735528527188,1.0600639543408914
94,0.9911111111111112,1.086322869955157,0.9671860128324936,0.953124303318418,1.05067628524068,1.0354007286048734
95,0.9922222222222222,1.0929451287793952,0.9671087621808193,0.985318952873446,1.056996810625397,1.0768995498370473
96,0.9833333333333333,1.088135593220339,0.9671647119400087,0.9555404357378937,1.0524063475686196,1.0397575588876742
97,0.9922222222222222,1.0806270996640537,0.9672522973422056,0.9625836113018346,1.0452390447203006,1.0401939360652523
98,0.9911111111111112,1.0840807174887892,0.9672124812711768,0.9781413895737325,1.0485364006605693,1.0603842194145732
99,0.9933333333333333,1.087248322147651,0.9671755286999568,0.9867731238105107,1.0515599708012953,1.0728674232033741
100,0.99,1.0909090909090908,0.9671331431417718,0.9556531709500654,1.0550543379728419,1.042530731945526
101,0.9911111111111112,1.094170403587444,0.9670950979681296,0.9660436490512062,1.058166833651227,1.0570163693654455
102,0.9955555555555555,1.1004464285714286,0.9670221955480969,0.9786545171563643,1.0641561214402049,1.076956868210017
103,0.9966666666666667,1.100334448160535,0.9670230320807459,0.9734232651009604,1.064048754363095,1.0710911512314916
104,0.9855555555555555,1.109357384441939,0.966917946573781,0.9370926104631775,1.0726575641810603,1.0395706073232995
105,0.9944444444444445,1.1072625698324023,0.9669422161010724,0.9806215857760183,1.0706589230795116,1.0858055770994797
106,0.9922222222222222,1.1119820828667413,0.966887321430337,0.9754161124612104,1.0751613775815505,1.0846452403963962
107,0.9944444444444445,1.1039106145251396,0.9669811603686435,0.9552937656167302,1.0674607669767817,1.0545589278539993
108,0.9922222222222222,1.0985442329227324,0.9670437621623457,0.9547512440902564,1.0623403479073472,1.048836473071155
109,0.9955555555555555,1.1004464285714286,0.9670215699920988,0.9833916269886467,1.0641554330493408,1.0821698038067027
110,0.9911111111111112,1.1076233183856503,0.9669381686227503,0.9728166849648707,1.071003263003674,1.077514444781718
111,0.9966666666666667,1.10479375696767,0.9669711699381246,0.9859587612963214,1.068303711715364,1.0892810841077532
112,0.9922222222222222,1.1119820828667413,0.9668876362072456,0.9828260317831411,1.075161727607833,1.0928849379178713
113,0.99,1.1032547699214366,0.9669892876920149,0.9782532450445681,1.0668355441091477,1.0792625587865436
114,0.98,1.1043083900226758,0.9669771692073761,0.9390291283313305,1.067841000916082,1.0369777448919681
115,0.9877777777777778,1.0978627671541057,0.9670520313461576,0.9144920274687471,1.0616904191156915,1.003986747817207
116,0.9944444444444445,1.0983240223463686,0.967046486245924,0.9839747196067608,1.0621303865695455,1.0807230719256378
117,0.9911111111111112,1.0908071748878925,0.9671338599827949,0.9639889392438336,1.054956553546255,1.0515260514397422
118,0.9911111111111112,1.0908071748878925,0.9671337024178961,0.9889322804422548,1.054956381673333,1.078734426984657
119,0.9933333333333333,1.0861297539149888,0.9671881073041746,0.9710557163755481,1.050491780975787,1.0546925062647172
120,0.9988888888888889,1.0912124582869855,0.9671288146782535,0.9872538871215467,1.0553430113452356,1.0773037411192852
121,0.9933333333333333,1.0883668903803132,0.9671620106096438,0.9898214306248402,1.0526271099811895,1.0772888724809502
122,0.9911111111111112,1.0919282511210762,0.9671204672493479,0.9790107758361952,1.0560261604269785,1.0690095242875046
123,0.9922222222222222,1.0929451287793952,0.9671084474039103,0.9753584875643546,1.0569964665915077,1.0660133077970997
124,0.9922222222222222,1.0873460246360582,0.9671737621992926,0.9399560543575689,1.0516525454597012,1.0220574790382972
125,0.9944444444444445,1.0871508379888268,0.9671760387432469,0.9873090353660671,1.051466241002435,1.07335384515216
126,0.9966666666666667,1.0903010033444815,0.9671396043866859,0.9860341623065538,1.0544732810369886,1.075074036494771
127,0.9944444444444445,1.094972067039106,0.9670852734767468,0.9781272908197703,1.0589313609019126,1.0710220614562849
128,0.99,1.095398428731762,0.9670803026927196,0.9730942413613637,1.0593382440270418,1.0659259029951638
129,0.9955555555555555,1.0982142857142858,0.9670474515735952,0.988953263456236,1.0620253262817163,1.0860826018314023
130,0.9955555555555555,1.0982142857142858,0.9670474515735953,0.9861988017463755,1.0620253262817163,1.0830576126321803
131,0.9911111111111112,1.095291479820628,0.9670815495681971,0.9736614407184875,1.0592361815337765,1.0664430802488367
132,0.9922222222222222,1.0940649496080628,0.9670956992217428,0.9438116924253653,1.0580655074352103,1.0325912917128577
133,0.9911111111111112,1.0908071748878925,0.9671335448529972,0.9709752697726826,1.0549562098004106,1.0591467909067491
134,0.9933333333333333,1.0894854586129754,0.9671489622623786,0.9861685172398608,1.0536947306974909,1.0744162592747477
135,0.9922222222222222,1.0907054871220605,0.9671347307105176,0.9687241967266234,1.0548591575722779,1.0565927968776385
136,0.9955555555555555,1.09375,0.9670995284595563,0.9867292654640177,1.0577651092526397,1.0792351341012694
137,0.9944444444444445,1.0960893854748603,0.9670722397086402,0.948439140814446,1.0599976169320402,1.0395740750156106
138,0.9922222222222222,1.097424412094065,0.9670566677329677,0.9679574205655433,1.0612715950484977,1.062260103196229
139,0.9922222222222222,1.100783874580067,0.9670174788557383,0.9728998289246651,1.0644772471614676,1.0709524432619772
140,0.9966666666666667,1.0992196209587515,0.967035566728222,0.9531807732193677,1.0629844691126276,1.0477550082433629
141,0.9966666666666667,1.0947603121516165,0.9670877422440646,0.967010497031361,1.058729278577114,1.0586447135839425
142,0.9866666666666667,1.09009009009009,0.967142069500837,0.9592659229953052,1.0542719856720837,1.0456862764183057
143,0.9866666666666667,1.0889639639639639,0.9671553642872617,0.9467980011348698,1.053197339263268,1.0310289043889853
144,0.9944444444444445,1.0860335195530726,0.9671895436215983,0.9668698991166312,1.0504002641342944,1.0500531194875593
145,0.9911111111111112,1.0829596412556053,0.9672252456434418,0.9826689009578736,1.0474659050353865,1.0641907604543788
146,0.9844444444444445,1.082392776523702,0.9672318614477343,0.9566826349529347,1.0469247800546018,1.0355063734987182
147,0.9888888888888889,1.0865168539325842,0.9671837510284795,0.9823347826810731,1.0508614463421795,1.0673232975871885
148,0.9966666666666667,1.0903010033444815,0.9671397610732965,0.9785794372566097,1.0544734518725574,1.0669461422931596
149,0.9944444444444445,1.0905027932960893,0.9671372515124242,0.9775479669836208,1.0546658742750012,1.0660187885765517
150,0.99,1.0920314253647587,0.9671194217942639,0.9638997001453088,1.0561248006799313,1.0526087634583452
151,0.9944444444444445,1.0871508379888268,0.9671765098534917,0.9602623220423478,1.0514667531703323,1.0439499880974352
152,0.9855555555555555,1.0913190529875987,0.9671278923636515,0.9534718993930773,1.0554450956121924,1.0405420502959402
153,0.9966666666666667,1.0880713489409142,0.9671657704879124,0.9879084987106761,1.0523453645442615,1.0749149328223186
154,0.9922222222222222,1.0907054871220605,0.967135515756502,0.9831871708965297,1.0548600138262407,1.07236764216486
155,0.9811111111111112,1.0804077010192525,0.967254860241061,0.9381725003158823,1.0450295998527432,1.0136087942257663
156,0.9877777777777778,1.0731158605174353,0.9673399190340848,0.9618069359344219,1.038067809627128,1.032130277706905
157,0.9911111111111112,1.0807174887892377,0.9672515584156394,0.9482262654461961,1.0453256752384263,1.0247647083970102
158,0.9944444444444445,1.089385474860335,0.9671507563907756,0.9815382869620923,1.0535999860122973,1.0692735528357988
159,0.9888888888888889,1.0932584269662922,0.9671057407552517,0.9604428947035366,1.0572965008481572,1.0500122882545406
160,0.9833333333333333,1.0870056497175142,0.9671785282270305,0.934446320681138,1.0513285244682524,1.015748429938141
161,0.9911111111111112,1.0908071748878925,0.9671341751125925,0.967390780462374,1.0549568972920993,1.0552368042487557
162,0.9922222222222222,1.0940649496080628,0.9670964861640144,0.9749053743387032,1.058066368401167,1.0666097992485029
163,0.9911111111111112,1.0852017937219731,0.9671995631308394,0.9723110712219584,1.0496067007966958,1.0551537185458024
164,0.9877777777777778,1.076490438695163,0.9673008700221766,0.989028338378553,1.0412901379203858,1.0646795498630766
165,0.9933333333333333,1.0782997762863535,0.9672799173722464,0.9728962374645184,1.043017718508776,1.0490737952078253
166,0.9933333333333333,1.0782997762863535,0.9672800745846509,0.9747242955124265,1.0430178880308765,1.051044989791923
167,0.99,1.0808080808080809,0.967250975572167,0.9648390913447139,1.0454126705678977,1.0428058866048928
168,0.9911111111111112,1.0829596412556053,0.9672258759030371,0.9804501806850903,1.0474665875810916,1.0617879759437188
169,0.9944444444444445,1.0804469273743016,0.9672550265356272,0.98093191435635,1.045067721407767,1.0598448728297098
170,0.99,1.0819304152637486,0.9672380410328117,0.9864461195220755,1.0464842553935247,1.0672660597298325
171,0.9911111111111112,1.0807174887892377,0.967252031110336,0.9643154993186982,1.045326186087852,1.0421526248242434
172,0.9911111111111112,1.0795964125560538,0.9672647935841877,0.9630159967409765,1.0442556011452608,1.0396686153156505
173,0.9911111111111112,1.0762331838565022,0.967303868830237,0.9583218056350761,1.0410445225078784,1.03137772803775
174,0.9877777777777778,1.076490438695163,0.9673011862154044,0.9392639713089639,1.0412904782993722,1.0111086845249475
175,0.9955555555555555,1.0837053571428572,0.9672171720374207,0.9708508685900392,1.0481784308575175,1.0521162872778216
176,0.9933333333333333,1.080536912751678,0.9672539778901202,0.9770542056682257,1.0451536271161703,1.0557431349837876
177,0.9911111111111112,1.0852017937219731,0.9672000339271225,0.9770249221338185,1.0496072117056665,1.060269198010691
178,0.9866666666666667,1.0833333333333333,0.967221678037769,0.9877248121352278,1.0478234845409164,1.0700352131464967
179,0.9944444444444445,1.0804469273743016,0.9672553387170738,0.9888857681991294,1.0450680587032517,1.0684385897749253
180,0.9977777777777778,1.0846325167037862,0.9672065086957866,0.9769568786660934,1.0490636296989935,1.0596391980186803
181,0.9933333333333333,1.0894854586129754,0.9671500608550445,0.9872914209182132,1.0536959275982252,1.0756396465037357
182,0.99,1.085297418630752,0.9671986045472446,0.9498467204127174,1.04969814881839,1.030866193758808
183,0.9911111111111112,1.086322869955157,0.9671863279622913,0.9886146182520531,1.050676627573386,1.0739546693791924
184,0.9922222222222222,1.0828667413213886,0.9672264862009614,0.95782237905443,1.0473773932321722,1.0371939983713705
185,0.98,1.09297052154195,0.9671084718572788,0.9348149024616963,1.0570210508734883,1.0217251314887474
186,0.9911111111111112,1.086322869955157,0.9671858552675948,0.9420327571504469,1.0506761140743268,1.0233517283394429
187,0.99,1.0886644219977553,0.9671583831540691,0.9451767479598231,1.0529109221767081,1.0289802980033989
188,0.9944444444444445,1.0793296089385476,0.9672671180832437,0.9834386484360224,1.0440000402999035,1.0614544518315059
189,0.9844444444444445,1.0767494356659142,0.9672972163784421,0.9476978273217673,1.0415367318566973,1.020433100750526
190,0.99,1.0763187429854097,0.96730224050437,0.9663134979639717,1.041125531586634,1.0400613294584162
191,0.9833333333333333,1.073446327683616,0.9673357478678494,0.9542040173191171,1.038383006185827,1.0242867982521597
192,0.9955555555555555,1.0803571428571428,0.967255131671503,0.9859311127139042,1.0449809904665344,1.065157719985557
193,0.9866666666666667,1.0777027027027026,0.9672862545810493,0.9752401833592584,1.0424470108491712,1.0510189813905522
194,0.9944444444444445,1.0737430167597766,0.967332286923776,0.9830268898878475,1.038666287970669,1.055518258304158
195,0.9888888888888889,1.0752808988764044,0.9673143471867756,0.9449882631270443,1.0401346407390384,1.0161278290029003
196,0.9888888888888889,1.0808988764044944,0.9672488122291616,0.9716149197923409,1.0454981543420825,1.0502174751013844
197,0.9877777777777778,1.0821147356580427,0.9672347870571086,0.9664677426532365,1.0466590159155664,1.0458289858632324
198,0.9922222222222222,1.083986562150056,0.967212951076522,0.955862395032715,1.0484458417044493,1.0361419914800314
199,0.9844444444444445,1.0869074492099322,0.9671788795226771,0.9467792736639278,1.0512339288717134,1.0290614453028921
200,0.9955555555555555,1.0881696428571428,0.9671644677055234,0.9714108693233534,1.052439013407238,1.05705981873914
201,0.9933333333333333,1.0861297539149888,0.9671881073041748,0.9683464408501403,1.0504917809757872,1.0517498815050181
202,0.9911111111111112,1.0795964125560538,0.9672643208894912,0.9834972576739442,1.0442550908257624,1.061780111143507
203,0.9877777777777778,1.0832395950506186,0.9672218234186771,0.9648637979996247,1.0477329763241687,1.0451786698241154
204,0.9933333333333333,1.092841163310962,0.967109974432987,0.9799202771301653,1.0568975895089803,1.0708972156109302
205,0.9922222222222222,1.0940649496080628,0.9670956992217428,0.963710582506549,1.0580655074352103,1.0543619698867843
206,0.9866666666666667,1.0844594594594594,0.9672075937850562,0.9797092152298211,1.0488974243412263,1.062454925975583
207,0.9933333333333333,1.0850111856823266,0.9672013128638446,0.9849409474718294,1.049424243263903,1.0686719452434836
208,0.9977777777777778,1.0913140311804008,0.967128099692428,0.9876926019643332,1.0554404651431841,1.0778827950167555
209,0.9933333333333333,1.0850111856823266,0.9672014700762493,0.9739840678028334,1.0494244138411206,1.0567836082424478
210,0.9922222222222222,1.0873460246360582,0.9671742343646558,0.9886574843326397,1.0516530588668318,1.0750127853157818
211,0.9911111111111112,1.0818385650224216,0.9672383232470914,0.9733780950891261,1.0463957196563265,1.0530379616154784
212,0.9944444444444445,1.0871508379888268,0.9671763528167435,0.9807568383287866,1.0514665824476999,1.0662306186524126
213,0.9922222222222222,1.0895856662933932,0.9671479510580484,0.9662395947353325,1.0537905446578737,1.0528008126287554
214,0.9922222222222222,1.0895856662933932,0.9671479510580485,0.9692254278752195,1.0537905446578737,1.05605413361992
215,0.99,1.0886644219977553,0.9671585408958083,0.9859026360382083,1.0529110939045274,1.0733171234085992
216,0.9966666666666667,1.0880713489409142,0.9671654571146914,0.9766021830593321,1.0523450235718381,1.062612854700009
217,0.9911111111111112,1.0829596412556053,0.9672249305136442,0.9840883312384496,1.0474655637625339,1.0657279461618188
218,0.9922222222222222,1.0929451287793952,0.9671084474039104,0.931039780116341,1.056996466591508,1.0175753923779942
219,0.9911111111111112,1.0874439461883407,0.9671726200990465,0.9387190830703843,1.051746010645824,1.0208043840563596
220,0.9966666666666667,1.0914158305462653,0.9671262863061567,0.9858501086563601,1.0555369390119593,1.0759724151333072
221,0.9955555555555555,1.0881696428571428,0.9671639971210713,0.9690905586333266,1.0524385013315227,1.0545349270842561
222,0.9944444444444445,1.0916201117318436,0.9671237466340729,0.9791029619091114,1.0557317323592057,1.0688084846762032
223,0.9911111111111112,1.0908071748878925,0.9671332297231995,0.9649031446285063,1.0549558660545664,1.0525232732326646
224,0.9822222222222222,1.091628959276018,0.9671236434255018,0.929332779735987,1.0557401763638112,1.0144865751642844
225,0.9866666666666667,1.0855855855855856,0.967194140723981,0.9442859755000521,1.0499720176327902,1.02510324367348
226,0.9866666666666667,1.0844594594594594,0.967207277235755,0.9812972241035249,1.0488970810563423,1.0641770572203766
227,0.9922222222222222,1.0884658454647256,0.9671608566286706,0.9800483590848396,1.0527215595107142,1.066749165767597
228,0.9922222222222222,1.0884658454647256,0.9671608566286706,0.9618178218576098,1.0527215595107142,1.046905848651284
229,0.9877777777777778,1.0843644544431945,0.9672087016836319,0.9786513225297547,1.048806736133882,1.0612147074450884
230,0.9888888888888889,1.0786516853932584,0.9672751841311844,0.9536864848206262,1.0433530076021764,1.0286955341885407
231,0.9944444444444445,1.0782122905027933,0.9672803088880985,0.9831115442550392,1.042933517404486,1.060002949950964
232,0.99,1.0819304152637486,0.9672369368406364,0.9869362665375856,1.0464830607344258,1.0677963646938635
233,0.9922222222222222,1.0828667413213886,0.9672260140355985,0.9799438181122713,1.0473768819400042,1.0611485689972748
234,0.9911111111111112,1.0807174887892377,0.967251085720943,0.9480639992336422,1.0453251643890011,1.0245893444632634
235,0.99,1.0875420875420876,0.9671716331769029,0.9693963127346965,1.0518398569566991,1.0542592896070941
236,0.9922222222222222,1.0851063829787233,0.9672000455059,0.9756265774506482,1.0495149429957638,1.0586586265953841
237,0.9933333333333333,1.0838926174496644,0.9672142039987055,0.9851204129446827,1.0483563352066505,1.0677647428897064
238,0.9911111111111112,1.0795964125560538,0.9672643208894912,0.9613856200895271,1.0442550908257624,1.0379084665316307
239,0.9877777777777778,1.0742407199100112,0.9673267972990395,0.9601901432501102,1.0391418351187658,1.0314753507354952
240,0.9933333333333333,1.0727069351230425,0.9673445302589548,0.9804142022704713,1.0376771862621226,1.05169711406866
241,0.9966666666666667,1.0758082497212933,0.9673083522084684,0.9780851798523287,1.0406383053301806,1.0522321054152701
242,0.9877777777777778,1.0731158605174353,0.9673396028408571,0.9784290714078964,1.0380674703151604,1.04996775491916
243,0.99,1.0684624017957352,0.9673938864720322,0.9731490545559329,1.0336239954224182,1.039773176136081
244,0.9944444444444445,1.0737430167597766,0.9673322869237758,0.9764139608620843,1.0386662879706687,1.0484176719424168
245,0.9888888888888889,1.0808988764044944,0.9672488122291616,0.9778544634202802,1.0454981543420825,1.0569617907981006
246,0.9911111111111112,1.0751121076233183,0.9673163161742911,0.9766690095006578,1.0399734834205663,1.050028677254631
247,0.9966666666666667,1.0780379041248607,0.9672821861072419,0.9754424535693319,1.0427668606083644,1.0515639382402944
248,0.9855555555555555,1.0777903043968433,0.9672852328662378,0.9412956035041868,1.0425306455694738,1.014519275028188
249,0.9877777777777778,1.0753655793025871,0.9673135174673805,0.9571331108575382,1.040215661078533,1.029268002227004
250,0.99,1.0774410774410774,0.9672893059650148,0.986294636869852,1.0421972320161776,1.0626743562234096
251,0.9911111111111112,1.0751121076233183,0.9673164737391899,0.9671553300083574,1.0399736528204968,1.0398004052444112
252,0.9888888888888889,1.0730337078651686,0.9673407190887983,0.9433145874827723,1.0379891985728116,1.0122083494899412
253,0.9955555555555555,1.0736607142857142,0.9673335607234126,0.9817676602012092,1.0385880417588425,1.0540853673142445
254,0.9944444444444445,1.0748603351955308,0.967319567229166,0.9816006071105937,1.0397334342731372,1.0550835575870292
